Sample,periodicity_autocorrelation,periodicity_fourier,periodicity_information,uniformity_autocorrelation,uniformity_entropy,uniformity_theil_index,uniformity_gini_index,ratio_cds:leader,ratio_cds:trailer,ratio_leader:trailer,prop_reads_CDS,prop_reads_leader,prop_reads_trailer,periodicity_trips-viz,periodicity_dominance
DRR277047,0.0,0.2977835084655521,0.2330486874870889,0.0,0.7081013055270653,0.0318807642382742,0.0,25.61235583456603,9.351217370304507,0.3651057103339261,0.8719598300211143,0.0340444992898439,0.0932455952515966,0.3193097452391608,0.4639204855902484
DRR277048,0.0,0.3867449070567689,0.3048590764027135,0.0,0.7073880324652804,0.0338800997143848,0.0,21.77553796254316,8.536875495638382,0.3920397057617107,0.8590801456818967,0.0394516152555968,0.1006316826479212,0.4372452770462469,0.5142542874212844
DRR277051,0.0,0.3047711667162449,0.1549829228649962,0.0,0.7086747445429448,0.032014241066711,0.0,19.76681487272194,8.49303456267634,0.4296612589009808,0.8551475533749344,0.0432617778271921,0.1006881047126527,0.2101510937307841,0.4202573132875938
DRR277052,0.0,0.3947324697357772,0.3135598364264562,0.0,0.7059975644318482,0.0338120363022831,0.0,21.82074793609069,8.940097264642283,0.4097062708769804,0.8631935756413798,0.0395583862739045,0.0965530407655937,0.445977088948787,0.5187997486907648
DRR277055,0.0,0.3600569307869139,0.3212033055781257,0.0,0.7094730978393012,0.0335613878571355,0.0,23.1111006993841,5.959757742444279,0.2578742492607937,0.824913585922715,0.0356933923941017,0.1384139459306936,0.3035257518698134,0.4963923742453375
DRR277056,1.943747665392835,0.3651335678455787,0.3361236700609694,0.9434043374085954,0.7085513864019148,0.0334812188316395,0.7577586206896552,26.328561604423676,6.351232674507574,0.2412297629446058,0.8357709386127993,0.0317438890574399,0.1315919257638594,0.3603713357927058,0.5174135153407295
DRR277059,0.0,0.3779845702106443,0.2503282139492905,0.0,0.7081890532363796,0.0339799871617183,0.0,24.136629497879326,7.610619039530199,0.3153140764827532,0.8518569600124581,0.0352931199481395,0.1119300487368821,0.3243014307683077,0.4803181463304765
DRR277060,0.0,0.3892168158876956,0.354692998908663,0.0,0.7076692728418734,0.0341242300057982,0.0,24.568019174024624,6.389334815180703,0.2600671535593739,0.8345744394859939,0.033969952301583,0.1306199258024625,0.384929596389701,0.529861757261365
DRR277063,0.0,0.3890376373196247,0.3399619129584592,0.0,0.7080883522266513,0.0343303521775929,0.0,24.557705074381246,7.167106466005376,0.291847566549781,0.846529464548169,0.0344710331028152,0.1181131421115872,0.3427776611876311,0.514852973194295
DRR277064,0.0,0.3871868973124985,0.289925504127028,0.0,0.7076483709086743,0.0341422838387207,0.0,24.55541198170128,7.137632936429807,0.2906745340598959,0.8461487913601587,0.0344587495412705,0.1185475351417267,0.3554923797299008,0.4999285984139809
DRR277067,1.95694090205902,0.3642452201521304,0.3665834055523425,0.9436794038128602,0.7091560717145193,0.0335753148960777,0.8407894736842105,29.5412906895571,7.027082628617116,0.2378732433346659,0.8495255210420618,0.0287572242516259,0.1208930598855421,0.3988789014677782,0.5326650292701428
DRR277068,0.0,0.3618092977625641,0.2811927152022821,0.0,0.7092224551686007,0.0334185125147545,0.0,28.98709306149293,6.937806825672188,0.2393412409776445,0.8476915605646805,0.0292437588952571,0.1221843706325088,0.3313538846073735,0.4862505836323658
DRR277071,0.0,0.3688803554446455,0.3523617454947407,0.0,0.7080185932763301,0.0335587564431955,0.0,30.067084203201112,6.802272126150863,0.2262365076766124,0.8465140737588552,0.0281541791028985,0.1244457819475482,0.3972589719840399,0.5320958450201078
DRR277072,0.0,0.3673134978319151,0.2971812726965915,0.0,0.7087765204277761,0.0336866350446859,0.0,26.491725957310734,6.844864742049421,0.2583774554017116,0.8438826982210348,0.0318545760129363,0.1232869793667197,0.3347192579438135,0.4964661195582366
DRR277075,0.0,0.3728470763177683,0.3513705448554409,0.0,0.7077234602717426,0.0335118903881867,0.0,32.45552192581122,6.920655599915949,0.2132350733947708,0.8500934171426633,0.0261925665249154,0.1228342322298176,0.3825089401813411,0.5262800640800234
DRR277079,0.0,0.37810334733321,0.3965569061450862,0.0,0.7085157721005187,0.0338808971923896,0.0,28.98508130687752,7.030096806337225,0.2425419039507451,0.8491244950432205,0.0292952255697741,0.1207841824137875,0.4030433486950574,0.5426128507514799
DRR277080,1.9772959693972616,0.3729994681973807,0.3403683866646238,0.9441637051197974,0.7084080855092817,0.033663604109716,0.7702380952380953,26.608176542342807,6.927980212122962,0.2603703489826952,0.8452421071666352,0.0317662544752573,0.1220041168257934,0.3606993240072254,0.5177887056844511
DRR428600,0.0,0.329922059983846,0.1836511454531048,0.0,0.7039081553515698,0.0318601846271393,0.0,5.971563920851431,6.488363588692707,1.0865434373124134,0.7528605903889836,0.1263946436858223,0.1195724025019874,0.2752952308755177,0.4376193316369565
DRR428601,0.0,0.3383284754582176,0.183842370828364,0.0,0.702259839370674,0.0317506063506552,0.0,6.056574444096043,6.523191227931508,1.077043019637994,0.754617735802451,0.1249297616681511,0.1193303250470504,0.2788862476131094,0.4379277137807033
DRR428602,0.0,0.3524751271343904,0.2383426272439527,0.0,0.6994172006238224,0.0317628110107488,0.0,5.549966660049577,8.106766593060172,1.4606874400553165,0.7660835743100675,0.1380489690920586,0.0948029721360491,0.3770132328249687,0.4781902410836776
DRR428603,0.0,0.4415747543742186,0.2369614585351959,0.0,0.6965537145141801,0.0327522730607032,0.0,5.648809681715204,7.9735334426745155,1.4115422349038025,0.7666465089088421,0.1357305006050922,0.0964552307224363,0.3724768979123807,0.4773632406477592
DRR428604,0.0,0.3311549689934043,0.1760495379931155,0.0,0.7052386196166475,0.0321180517931573,0.0,8.381301804637499,7.841100109201114,0.9355468031067103,0.8009001524896409,0.0955697812393886,0.1021893603078361,0.2930630968857808,0.4447973507380846
DRR428605,0.0,0.3310136274113747,0.1745469293882338,0.0,0.7050415041035021,0.0321363512840638,0.0,8.229874026730133,7.8813949783719535,0.9576568186552624,0.7998464455565572,0.09719312424233,0.1015560598054148,0.2922038322667489,0.4441869626294417
DRR428606,0.0,0.3252562229470586,0.1524371064893528,0.0,0.7051315005340555,0.0319623898039473,0.0,8.42129300038954,7.943893260348957,0.9433103990066016,0.8024277404864439,0.0952859345905027,0.1010199837468085,0.2601618448570885,0.4294869068620529
DRR428607,0.0,0.3333879109763235,0.1527578589569797,0.0,0.7039400393014218,0.0320361615247125,0.0,8.27940057712487,7.97757331799885,0.9635447933320274,0.8014859589952003,0.0968063435112129,0.1004749000018409,0.2657247536921709,0.4307945247058526
ERR2603016,0.0,0.2894339224819454,0.1317496085868595,0.0,0.707400160654782,0.0314895657268048,0.0,26.77108731975989,10.8763922528306,0.406273832770426,0.8840251954472723,0.0330215123126502,0.0812789543630534,0.1728014571509563,0.4058526913568159
ERR2603017,0.0,0.3150956463833699,0.106474327225426,0.0,0.7040332695838394,0.031641568832134,0.0,28.579917285001823,10.203330824237865,0.357010509249877,0.8813996236159132,0.0308397366561837,0.0863832740413772,0.1296268795954657,0.3913607162495846
ERR2603018,0.0,0.319567672555649,0.1768607484872205,0.0,0.7037792330511428,0.0315767858725912,0.0,27.30770281577105,10.165854061647796,0.3722705688658915,0.8798773734547202,0.0322208290166273,0.0865532796603781,0.2269009414302876,0.4311004481271666
ERR2603019,0.0,0.3098434118581858,0.1414296269519048,0.0,0.7051602196064639,0.0315825944182308,0.0,25.38007902650535,10.537143230452076,0.4151737754420603,0.8804134103014152,0.0346890082737857,0.0835590500369354,0.1540041507474379,0.4056337518413023
ERR2603020,0.0,0.3097473786360404,0.1045031866357531,0.0,0.7047033904006341,0.0315286447631397,0.0,27.678520148432693,10.379832167832168,0.375013986013986,0.8819115556165552,0.031862627141252,0.0849638368955758,0.1276837412832446,0.3892088767222666
